"severity","category","code","id","subject","unit","concept","difficulty","message","reasons","excerpt","meta"
"P2","difficulty","difficulty_maybe_too_low","q-2022-kwangwoon-20","적분학","부정적분","치환적분 (정적분 활용)","easy","Heuristic estimate differs from current difficulty.","[""unitBase=1"",""mathDensity=23""]","함수 $f(x)=\displaystyle\int 56x(2x-1)^{12}\,dx$가 $f(0)=-\dfrac{2}{13}$을 만족시킬 때, $f(1)$의 값은?","{""currentIndex"":0,""predictedIndex"":2,""delta"":2}"
"P2","difficulty","difficulty_maybe_too_low","q-2022-kwangwoon-21","적분학","급수의 수렴/발산","급수 판정법 (수렴 식별)","medium","Heuristic estimate differs from current difficulty.","[""unitBase=3"",""mathDensity=30""]","다음 급수 중 수렴하는 것은?","{""currentIndex"":2,""predictedIndex"":4,""delta"":2}"
"P2","difficulty","difficulty_maybe_too_low","q-2022-kwangwoon-22","적분학","급수의 수렴/발산","멱급수 수렴반경 (가장 작은 것)","medium","Heuristic estimate differs from current difficulty.","[""unitBase=3"",""mathDensity=28""]","다음 급수 중 수렴 반지름이 가장 작은 것은?","{""currentIndex"":2,""predictedIndex"":4,""delta"":2}"
"P2","difficulty","difficulty_maybe_too_low","q-2022-kwangwoon-23","적분학","정적분의 응용","회전체 부피 (디스크)","medium","Heuristic estimate differs from current difficulty.","[""unitBase=3"",""mathDensity=29""]","함수 $f(x)=\dfrac{x}{x^2+1}$의 극댓값을 갖는 점의 $x$좌표를 $x=b$라고 할 때, 함수 $f$의 그래프와 두 직선 $x$축과 $x=b$로 둘러싸인 영역을 $x$축 중심으로 회전시킬 때 생기는 회전체의 부피는?","{""currentIndex"":2,""predictedIndex"":4,""delta"":2}"
"P2","difficulty","difficulty_maybe_too_low","q-2022-kyonggi-34","선형대수","벡터공간","선형사상 조건($f(0)=0$)","easy","Heuristic estimate differs from current difficulty.","[""unitBase=3""]","벡터공간 $V$의 각 원소 $v\in V$에 대하여 사상 $f:V\to V$를 아래와 같이 정의할 때 선형사상이 아닌 것은? (1) $f(v)=0$ (단, $0$은 $V$의 영벡터) (2) $f(v)=2v$ (3) $f(v)=v+w$ (단, $w\in V$는 주어진 영이 아닌 벡터) (4) $f(v)=-v$","{""currentIndex"":0,""predictedIndex"":3,""delta"":3}"
"P2","difficulty","difficulty_maybe_too_low","q-2022-kyonggi-38","적분학","극좌표와 응용","극좌표 이중적분(영역)","mediumHard","Heuristic estimate differs from current difficulty.","[""unitBase=3"",""highKeyword=/\\\\iiint|\\\\iint|\\\\nabla|curl|div|rot/"",""multipleMidKeywords=/매개변수|극좌표|극방정식|특이적분|이상적분/|/중적분|삼중적분|선적분|면적분|곡면적|방향도함수|경도/"",""mathDensity=26""]","극좌표로 주어진 곡선 $r=3+2\sin\theta$의 내부와 $r=2$의 외부에 놓여 있는 영역을 $D$라 할 때, 이중적분 $\displaystyle\iint_D \dfrac{1}{\sqrt{x^2+y^2}}\,dx\,dy$의 값은?","{""currentIndex"":3,""predictedIndex"":5,""delta"":2}"
"P2","difficulty","difficulty_maybe_too_low","q-2022-kyunghee-09","적분학","급수의 수렴/발산","수렴반경 4종","medium","Heuristic estimate differs from current difficulty.","[""unitBase=3"",""mathDensity=25""]","급수 $\!\displaystyle\sum_{n=1}^{\infty}(-1)^n nx^n,\;\!\displaystyle\sum_{n=1}^{\infty}\dfrac{(-1)^n x^n}{\sqrt[4]n},\;\!\displaystyle\sum_{n=0}^{\infty}\dfrac{n(x+2)^n}{5^{n+1}},\;\!\displaystyle\sum_{n=1}^{\infty}\dfrac...","{""currentIndex"":2,""predictedIndex"":4,""delta"":2}"
"P2","difficulty","difficulty_maybe_too_low","q-2022-kyunghee-13","다변수함수","Taylor급수와 최대/최소","원 위 함수 최대-최소(라그랑주)","mediumHard","Heuristic estimate differs from current difficulty.","[""unitBase=4"",""mathDensity=18""]","곡선 $x^2+y^2=1$에서 정의된 함수 $f(x,y)=2xe^y$의 최댓값과 최솟값을 각각 $\alpha e^{\beta},\gamma e^{\delta}$라 할 때 $\alpha+\beta+\gamma+\delta$의 값은?","{""currentIndex"":3,""predictedIndex"":5,""delta"":2}"
"P2","difficulty","difficulty_maybe_too_low","q-2022-kyunghee-14","다변수함수","중적분","변수변환·야코비안","medium","Heuristic estimate differs from current difficulty.","[""unitBase=3"",""mathDensity=15""]","변환 $u=2x+y,\,v=2x-y$에 의해 $\!\displaystyle\int_0^3\!\!\int_0^{2x}4e^{4x^2-y^2}dy\,dx=\!\displaystyle\int_0^{\alpha}\!\!\int_v^{\beta}\gamma e^{uv}du\,dv$일 때 $\alpha+\beta+\gamma$의 값은?","{""currentIndex"":2,""predictedIndex"":4,""delta"":2}"
"P2","difficulty","difficulty_maybe_too_low","q-2022-kyunghee-15","공학수학","미분방정식","베르누이($n=2$)","medium","Heuristic estimate differs from current difficulty.","[""unitBase=3"",""mathDensity=13""]","미분방정식 $y'+2xy=3xy^2$의 해가 $y(0)=1$을 만족할 때 $y(\sqrt{\ln 2})$의 값은?","{""currentIndex"":2,""predictedIndex"":4,""delta"":2}"
"P2","difficulty","difficulty_maybe_too_low","q-2022-kyunghee-16","공학수학","미분방정식","변수분리","easy","Heuristic estimate differs from current difficulty.","[""unitBase=3""]","미분방정식 $y'=\dfrac{x}{\cos y}$의 해가 $y(0)=0$을 만족할 때 $\sin y(\sqrt 2)$의 값은?","{""currentIndex"":0,""predictedIndex"":3,""delta"":3}"
"P2","difficulty","difficulty_maybe_too_low","q-2022-kyunghee-18","공학수학","미분방정식","1계 선형","medium","Heuristic estimate differs from current difficulty.","[""unitBase=3"",""mathDensity=15""]","미분방정식 $y'-\dfrac{2x}{1+x^2}y+1=0$의 해가 $y(0)=1$을 만족할 때 $y(1)$의 값은?","{""currentIndex"":2,""predictedIndex"":4,""delta"":2}"
"P2","difficulty","difficulty_maybe_too_low","q-2022-kyunghee-23","선형대수","벡터공간","선형대수 명제(거짓 찾기)","medium","Heuristic estimate differs from current difficulty.","[""unitBase=3"",""multiStatement""]","다음 명제 중 거짓인 것은? ㄱ. 변수의 개수가 방정식의 개수보다 많은 동차방정식은 반드시 비자명해를 갖는다. ㄴ. 세 개의 벡터가 일차종속이면 그중 한 벡터는 나머지 두 벡터의 일차결합이다. ㄷ. 행동치인 두 행렬의 행공간은 항상 같다. ㄹ. 행동치인 두 행렬의 열공간은 항상 같다. ㅁ. 행공간, 열공간, 영공간의 차원이 모두 같고 $2022$개의 열을 갖는 행렬이 존재한다.","{""currentIndex"":2,""predictedIndex"":4,""delta"":2}"
"P2","difficulty","difficulty_maybe_too_low","q-2022-mju-01","미분학","극한과 연속","삼각함수 합성 극한","easy","Heuristic estimate differs from current difficulty.","[""unitBase=1"",""mathDensity=16""]","$\displaystyle\lim_{x\to 0}\!\dfrac{\cos\!\left(\dfrac{\pi}{2}(1+x)\right)}{\tan(\sin x)}$의 값은?","{""currentIndex"":0,""predictedIndex"":2,""delta"":2}"
"P2","difficulty","difficulty_maybe_too_low","q-2022-sejong-04","적분학","정적분의 응용","곡선의 길이","medium","Heuristic estimate differs from current difficulty.","[""unitBase=3"",""mathDensity=25""]","곡선 $y=\dfrac{1}{3}(x^2+2)^{3/2}$ ($0\le x\le 3$)의 길이를 구하면?","{""currentIndex"":2,""predictedIndex"":4,""delta"":2}"
"P2","difficulty","difficulty_maybe_too_low","q-2022-sejong-06","적분학","정적분의 응용","극곡선의 길이","medium","Heuristic estimate differs from current difficulty.","[""unitBase=3"",""mathDensity=31""]","극곡선 $r=\theta^2$ ($0\le\theta\le\sqrt{5}$)의 길이를 구하면?","{""currentIndex"":2,""predictedIndex"":4,""delta"":2}"
"P2","difficulty","difficulty_maybe_too_low","q-2022-sejong-08","적분학","정적분의 응용","회전면 넓이","medium","Heuristic estimate differs from current difficulty.","[""unitBase=3"",""mathDensity=28""]","곡선 $y=1-x^2$ ($0\le x\le 2$)을 $y$축을 중심으로 회전시켜 얻어지는 회전면의 넓이를 구하면?","{""currentIndex"":2,""predictedIndex"":4,""delta"":2}"
"P2","difficulty","difficulty_maybe_too_low","q-2022-sejong-10","적분학","정적분의 응용","회전체 부피 (원통껍질)","medium","Heuristic estimate differs from current difficulty.","[""unitBase=3"",""mathDensity=20""]","곡선 $y=e^{-x^2}$과 세 직선 $y=0,\,x=0,\,x=1$로 둘러싸인 영역을 $y$축을 중심으로 회전시켜 얻은 입체의 부피를 구하면?","{""currentIndex"":2,""predictedIndex"":4,""delta"":2}"
"P2","difficulty","difficulty_maybe_too_low","q-2022-sejong-12","적분학","급수의 수렴/발산","테일러 급수 수렴반지름","medium","Heuristic estimate differs from current difficulty.","[""unitBase=3"",""mathDensity=27""]","다음 조건을 만족시키는 함수 $f(x)$의 $x=4$에서 테일러 급수의 수렴 반지름을 구하면? $f^{(n)}(4)=\dfrac{(-2)^n n!}{3^n(n+1)}$","{""currentIndex"":2,""predictedIndex"":4,""delta"":2}"
"P2","difficulty","difficulty_maybe_too_low","q-2022-sejong-15","다변수함수","중적분","적분순서 변경 + 치환","medium","Heuristic estimate differs from current difficulty.","[""unitBase=3"",""mathDensity=47""]","반복적분 $\displaystyle\int_0^1\!\int_y^{y^{1/3}}\!e^{-x^2}\,dx\,dy$를 구하면?","{""currentIndex"":2,""predictedIndex"":4,""delta"":2}"
"P2","difficulty","difficulty_maybe_too_low","q-2022-sejong-17","다변수함수","삼중적분과 극좌표계","이차형식 변환 + 구면좌표","mediumHard","Heuristic estimate differs from current difficulty.","[""unitBase=4"",""highKeyword=/\\\\iiint|\\\\iint|\\\\nabla|curl|div|rot/"",""mathDensity=42""]","영역 $R=\{(x,y,z)\in\mathbb{R}^3\mid 4x^2+4xy+2y^2+z^2\le 1\}$에 대하여 삼중적분 $\displaystyle\iiint_R(4x^2+4xy+2y^2+z^2)^2\,dV$를 구하면?","{""currentIndex"":3,""predictedIndex"":5,""delta"":2}"
"P2","difficulty","difficulty_maybe_too_low","q-2022-sejong-18","다변수함수","선적분과 면적분","선적분 (Winding number)","mediumHard","Heuristic estimate differs from current difficulty.","[""unitBase=4"",""mathDensity=14""]","극곡선 $C:\,r=1+2\cos\theta$ ($0\le\theta\le 2\pi$)와 벡터마당 $F(x,y)=\!\left\langle\dfrac{-2y}{(2x-1)^2+y^2},\,\dfrac{2x-1}{(2x-1)^2+y^2}\right\rangle$에 대하여 선적분 $\displaystyle\int_C F\cdot dr$을 구하면?","{""currentIndex"":3,""predictedIndex"":5,""delta"":2}"
"P2","difficulty","difficulty_maybe_too_low","q-2022-sejong-19","다변수함수","선적분과 면적분","발산정리 + 변수변환","mediumHard","Heuristic estimate differs from current difficulty.","[""unitBase=4"",""highKeyword=/Stokes|스토크스|Green\\s*정리|그린\\s*정리|발산\\s*정리|Gauss\\s*정리/|/\\\\iiint|\\\\iint|\\\\nabla|curl|div|rot/"",""mathDensity=38""]","$S$가 곡면 $x^2+2y^2+4z^2=1$일 때, 벡터마당 $F(x,y,z)=\langle x^3,\,z^3,\,y^3\rangle$의 흐름량 $\displaystyle\iint_S F\cdot n\,dS$를 구하면?","{""currentIndex"":3,""predictedIndex"":5,""delta"":2}"
"P2","difficulty","difficulty_maybe_too_low","q-2022-sejong-21","다변수함수","Taylor급수와 최대/최소","Lagrange 승수 (또는 AM-GM)","mediumHard","Heuristic estimate differs from current difficulty.","[""unitBase=4"",""mathDensity=58""]","원점과 곡면 $xy^2 z^3=3$ 위의 점 $P$ 사이의 거리가 최소일 때, $P$의 $z$좌표의 최솟값을 $m$이라 하자. $m^{12}$을 구하면?","{""currentIndex"":3,""predictedIndex"":5,""delta"":2}"
"P2","difficulty","difficulty_maybe_too_low","q-2022-sejong-22","다변수함수","선적분과 면적분","곡면 넓이 (변수변환)","mediumHard","Heuristic estimate differs from current difficulty.","[""unitBase=4"",""highKeyword=/\\\\iiint|\\\\iint|\\\\nabla|curl|div|rot/"",""mathDensity=38""]","곡면 $z=x^2-2y^2$ ($x^2+4y^2\le 1$)의 넓이를 구하면?","{""currentIndex"":3,""predictedIndex"":5,""delta"":2}"
"P2","difficulty","difficulty_maybe_too_low","q-2022-sejong-23","선형대수","선형사상","유사변환과 대칭성","medium","Heuristic estimate differs from current difficulty.","[""unitBase=3"",""mathDensity=20""]","$R:\mathbb{R}^2\to\mathbb{R}^2$은 원점을 중심으로 하는 회전변환이다. $T:\mathbb{R}^2\to\mathbb{R}^2$은 모든 $x,y\in\mathbb{R}^2$에 대하여 $T(x)\cdot y=x\cdot T(y)$를 만족시키는 선형변환이다. 정규직교기저에 대한 $S=R^{-1}\circ T\circ R$의 행렬 $[S]$에 대하여 항상 옳은 것을 고르면?","{""currentIndex"":2,""predictedIndex"":4,""delta"":2}"
"P2","difficulty","difficulty_maybe_too_low","q-2022-seoultech-10","다변수함수","중적분","적분순서 교환","medium","Heuristic estimate differs from current difficulty.","[""unitBase=3"",""mathDensity=28""]","반복적분 $\!\displaystyle\int_0^4\!\!\int_{\sqrt x}^{2}\sqrt{y^3+1}\,dy\,dx$의 값이 $\dfrac{a}{b}$ ($a,b$는 서로소인 자연수)일 때 $a+b$의 값은?","{""currentIndex"":2,""predictedIndex"":4,""delta"":2}"
"P2","difficulty","difficulty_maybe_too_low","q-2022-seoultech-12","공학수학","벡터해석","스칼라 면적분","mediumHard","Heuristic estimate differs from current difficulty.","[""unitBase=4"",""highKeyword=/\\\\iiint|\\\\iint|\\\\nabla|curl|div|rot/"",""mathDensity=17""]","곡면 $z=x+\dfrac{2}{3}y^{3/2}\;(0\le x\le 1,\;0\le y\le\pi)$의 영역을 $S$라고 할 때 면적분 $\!\displaystyle\iint_S\sqrt{2+y}\cos y\,dS$의 값은?","{""currentIndex"":3,""predictedIndex"":5,""delta"":2}"
"P2","difficulty","difficulty_maybe_too_low","q-2022-seoultech-15","공학수학","미분방정식","2계 비제차(공명)","medium","Heuristic estimate differs from current difficulty.","[""unitBase=3"",""mathDensity=13""]","미분방정식 $y''-2y'=4e^t,\;y(0)=0,\;y'(0)=0$에 대하여 $y(1)$의 값은?","{""currentIndex"":2,""predictedIndex"":4,""delta"":2}"
"P2","difficulty","difficulty_maybe_too_low","q-2022-skku-01","적분학","부정적분","부분분수 분해","easy","Heuristic estimate differs from current difficulty.","[""unitBase=1"",""mathDensity=48""]","유리함수 $\dfrac{x^2+2x-1}{(x^2-9)(x^2+2)^2}$을 부분분수 분해의 형태로 나타내면? (단, $A,B,C,D,E,F$는 상수이다.)","{""currentIndex"":0,""predictedIndex"":2,""delta"":2}"
"P2","difficulty","difficulty_maybe_too_low","q-2022-skku-10","선형대수","벡터공간","정사영 성분합","medium","Heuristic estimate differs from current difficulty.","[""unitBase=3"",""mathDensity=21""]","4차원 유클리드 내적공간 $\mathbb R^4$에서 두 벡터 $w_1=\langle 1,0,0,0\rangle,\,w_2=\!\left\langle-1,0,\dfrac{1}{\sqrt 2},\dfrac{1}{\sqrt 2}\right\rangle$에 의해 생성된 부분공간을 $W$라 하자. 벡터 $v=\langle 1,2,3,4\rangle$에 대하여 부분공간 $W$ 위로의 $v$의 정사영을...","{""currentIndex"":2,""predictedIndex"":4,""delta"":2}"
"P2","difficulty","difficulty_maybe_too_low","q-2022-skku-12","공학수학","미분방정식","혼합문제(농도)","medium","Heuristic estimate differs from current difficulty.","[""unitBase=3"",""mathDensity=15""]","$200\ell$의 물이 들어있는 큰 용기에 초기에 $100\,kg$의 소금이 녹아 있다고 하자. 이 용기에 소금물이 $3\ell/\min$의 비율로 유입되고, 용기 속에서 잘 섞인 소금물은 $2\ell/\min$의 비율로 유출된다고 가정하자. 유입되는 소금의 농도가 $1\,kg/\ell$이고, 시간 $t(\min)$에서 용기에 있는 소금의 양을 $x(t)\,(kg)$이라 할 때, $x(t)...","{""currentIndex"":2,""predictedIndex"":4,""delta"":2}"
"P2","difficulty","difficulty_maybe_too_low","q-2022-skku-15","공학수학","미분방정식","정칙특이점","medium","Heuristic estimate differs from current difficulty.","[""unitBase=3"",""mathDensity=20""]","아래 미분방정식의 모든 정칙특이점(regular singular point)을 구하면? $x(x-1)^2(x+2)^3(x-2)^2 y''-(x-1)(x+2)^2 y'+xy=0$","{""currentIndex"":2,""predictedIndex"":4,""delta"":2}"
"P2","difficulty","difficulty_maybe_too_low","q-2022-skku-17","적분학","정적분의 계산","트리고노메트리 적분","easyMedium","Heuristic estimate differs from current difficulty.","[""unitBase=2"",""mathDensity=29""]","$\displaystyle\int_0^{2\pi}\dfrac{dt}{3\cos^2 t+4\sin^2 t}$의 값은?","{""currentIndex"":1,""predictedIndex"":3,""delta"":2}"
"P2","difficulty","difficulty_maybe_too_low","q-2022-sogang-03","적분학","급수의 수렴/발산","수렴판정 종합","medium","Heuristic estimate differs from current difficulty.","[""unitBase=3"",""mathDensity=27""]","다음 \<보기\>의 급수 중에서 수렴하는 것만을 있는 대로 고른 것은? (ㄱ) $\displaystyle\sum_{n=2}^{\infty}\!\left(\dfrac{n}{n-1}\right)^{n^2}$ (ㄴ) $\displaystyle\sum_{n=1}^{\infty}\dfrac{1}{n}\sin\dfrac{1}{\sqrt{n}}$ (ㄷ) $\displaystyle\sum_{n=1}^{\i...","{""currentIndex"":2,""predictedIndex"":4,""delta"":2}"
"P2","difficulty","difficulty_maybe_too_low","q-2022-sogang-04","적분학","급수의 수렴/발산","멱급수 수렴구간","medium","Heuristic estimate differs from current difficulty.","[""unitBase=3"",""mathDensity=20""]","멱급수 $\displaystyle\sum_{n=1}^{\infty}\dfrac{(-1)^n}{3^n\sqrt{3n-1}}(x-2)^n$의 수렴구간은?","{""currentIndex"":2,""predictedIndex"":4,""delta"":2}"
"P2","difficulty","difficulty_maybe_too_low","q-2022-sogang-05","다변수함수","편도함수","편도함수 정의 직접 계산","medium","Heuristic estimate differs from current difficulty.","[""unitBase=2"",""highKeyword=/\\\\iiint|\\\\iint|\\\\nabla|curl|div|rot/"",""mathDensity=13""]","함수 $f(x,y)=\begin{cases}x^2+y-xe^y&(x\ne 0)\\0&(x=0)\end{cases}$에 대하여 $\nabla f(0,0)=(\alpha,\beta)$라고 할 때, $\alpha+\beta$의 값은?","{""currentIndex"":2,""predictedIndex"":4,""delta"":2}"
"P2","difficulty","difficulty_maybe_too_low","q-2022-sogang-09","공학수학","미분방정식","복소근 ODE 초깃값","medium","Heuristic estimate differs from current difficulty.","[""unitBase=3"",""mathDensity=17""]","$y(x)$가 초깃값 문제 $y''+2y'+\!\left(\dfrac{\pi^2}{4}+1\right)y=0,\,y(1)=1,\,y'(1)=-1$의 해일 때, $y(-1)$의 값은?","{""currentIndex"":2,""predictedIndex"":4,""delta"":2}"
"P2","difficulty","difficulty_maybe_too_low","q-2022-sogang-11","적분학","특이적분","치환 이상적분","medium","Heuristic estimate differs from current difficulty.","[""unitBase=3"",""mathDensity=22""]","이상적분 $\displaystyle\int_0^{\infty}\dfrac{1}{\sqrt{x}(1+2x)}\,dx$의 값은?","{""currentIndex"":2,""predictedIndex"":4,""delta"":2}"
"P2","difficulty","difficulty_maybe_too_low","q-2022-sogang-15","공학수학","미분방정식","치환에 의한 ODE","medium","Heuristic estimate differs from current difficulty.","[""unitBase=3"",""mathDensity=30""]","$y(x)$가 초깃값 문제 $y'=(x-y+1)^2,\,y(0)=1$의 해일 때, $y(1)$의 값은?","{""currentIndex"":2,""predictedIndex"":4,""delta"":2}"
"P2","difficulty","difficulty_maybe_too_low","q-2022-sookmyung-11","다변수함수","중적분","심장형(loop) 넓이","medium","Heuristic estimate differs from current difficulty.","[""unitBase=3"",""mathDensity=24""]","곡선 $r=1+2\cos\theta$의 큰 고리와 작은 고리 사이의 영역의 넓이는?","{""currentIndex"":2,""predictedIndex"":4,""delta"":2}"
"P2","difficulty","difficulty_maybe_too_low","q-2022-sookmyung-12","적분학","정적분의 응용","극곡선 길이(원 형태)","medium","Heuristic estimate differs from current difficulty.","[""unitBase=3"",""mathDensity=12""]","곡선 $r=3\sin\theta+4\cos\theta$ ($0\le\theta\le 2\pi$)의 길이는?","{""currentIndex"":2,""predictedIndex"":4,""delta"":2}"
"P2","difficulty","difficulty_maybe_too_low","q-2022-sookmyung-14","적분학","급수의 수렴/발산","테일러·고계도함수","medium","Heuristic estimate differs from current difficulty.","[""unitBase=3"",""mathDensity=18""]","$f(x)=e^{x^2}$일 때 $f^{(2n)}(0)$의 값은?","{""currentIndex"":2,""predictedIndex"":4,""delta"":2}"
"P2","difficulty","difficulty_maybe_too_low","q-2022-sookmyung-18","다변수함수","중적분","구·원기둥 사이 부피","medium","Heuristic estimate differs from current difficulty.","[""unitBase=3"",""mathDensity=23""]","좌표공간에서 부등식 $x^2+z^2\ge 9$와 $x^2+y^2+z^2\le 25$를 만족시키는 영역의 부피는?","{""currentIndex"":2,""predictedIndex"":4,""delta"":2}"
"P2","difficulty","difficulty_maybe_too_low","q-2022am-dankook-38","다변수함수","편도함수","방향도함수 (상수 결정)","medium","Heuristic estimate differs from current difficulty.","[""unitBase=2"",""highKeyword=/\\\\iiint|\\\\iint|\\\\nabla|curl|div|rot/"",""mathDensity=10""]","함수 $f(x,y,z)=kxy^2\sin z$에 대하여 점 $(1,1,0)$에서 벡터 $\vec{v}=\langle 1,2,-1\rangle$ 방향으로 함수 $f$의 방향 도함수가 $\sqrt{6}$일 때, 상수 $k$의 값은?","{""currentIndex"":2,""predictedIndex"":4,""delta"":2}"
"P2","difficulty","difficulty_maybe_too_low","q-2022am-dankook-46","선형대수","선형사상","표준행렬 성분 합","easy","Heuristic estimate differs from current difficulty.","[""unitBase=3""]","선형변환 $T:\mathbb{R}^3\to\mathbb{R}^2$가 다음 조건을 만족시킨다. $T(1,1,0)=(1,1),\,T(1,0,1)=(3,-1),\,T(0,1,1)=(2,4)$ 선형변환 $T$의 표준행렬을 $A$라 할 때, $A$의 모든 성분의 합은?","{""currentIndex"":0,""predictedIndex"":3,""delta"":3}"
"P2","difficulty","difficulty_maybe_too_low","q-2022pm-dankook-44","다변수함수","곡선과 곡면","사면체 겉넓이","medium","Heuristic estimate differs from current difficulty.","[""unitBase=3"",""mathDensity=32""]","3차원 공간에서 네 점 $P(-2,1,0),\,Q(-2,3,2),\,R(2,4,-2),\,S(3,6,1)$을 꼭짓점으로 하는 사면체 $PQRS$의 겉넓이는?","{""currentIndex"":2,""predictedIndex"":4,""delta"":2}"
"P2","difficulty","difficulty_maybe_too_low","q-2022pm-dankook-48","공학수학","미분방정식","1계 선형 ODE (치환)","medium","Heuristic estimate differs from current difficulty.","[""unitBase=3"",""mathDensity=32""]","$y=y(x)$가 미분방정식 $y\,dx-3x^{2/3}(x^{2/3}+1)\,dy=0,\,y(1)=1$의 해일 때 $y(3\sqrt{3})$의 값은?","{""currentIndex"":2,""predictedIndex"":4,""delta"":2}"
"P2","difficulty","difficulty_maybe_too_low","q-2023-ajou-28","미분학","함수","$\sin(2\sin^{-1}\cdot)$","easy","Heuristic estimate differs from current difficulty.","[""unitBase=1"",""mathDensity=23""]","$\sin\!\left(2\sin^{-1}\!\left(-\dfrac{1}{3}\right)\right)$를 간단히 하라.","{""currentIndex"":0,""predictedIndex"":2,""delta"":2}"
"P2","difficulty","difficulty_maybe_too_low","q-2023-ajou-29","미분학","극한과 연속","테일러 급수 극한","easy","Heuristic estimate differs from current difficulty.","[""unitBase=1"",""mathDensity=20""]","다음 극한 $\displaystyle\lim_{x\to 0}\!\dfrac{\sin^{-1}x-x}{x^3}$의 값은?","{""currentIndex"":0,""predictedIndex"":2,""delta"":2}"
"P2","difficulty","difficulty_maybe_too_low","q-2023-ajou-32","적분학","특이적분","수렴/발산 판정","medium","Heuristic estimate differs from current difficulty.","[""unitBase=3"",""mathDensity=32""]","다음 보기에서 수렴하는 이상 적분(improper integral)은 모두 몇 개인가? 가. $\displaystyle\int_0^{\pi/2}\!\dfrac{1}{\sqrt{\sin x}}\,dx$ 나. $\displaystyle\int_0^{\pi/2}\!\dfrac{x}{\sqrt{\cos^3 x}}\,dx$ 다. $\displaystyle\int_{2023}^{\infty}\!e^{-...","{""currentIndex"":2,""predictedIndex"":4,""delta"":2}"
"P2","difficulty","difficulty_maybe_too_low","q-2023-ajou-37","적분학","특이적분","$e^{-x}\sin x$ 형식","medium","Heuristic estimate differs from current difficulty.","[""unitBase=3"",""mathDensity=15""]","다음 이상 적분 $\displaystyle\int_0^{1}\!\sin(\ln x)\,dx$의 값은?","{""currentIndex"":2,""predictedIndex"":4,""delta"":2}"
"P2","difficulty","difficulty_maybe_too_low","q-2023-ajou-44","적분학","급수의 수렴/발산","이항계수 일반화","medium","Heuristic estimate differs from current difficulty.","[""unitBase=3"",""mathDensity=39""]","$\dfrac{1}{\sqrt{1+x}}=\displaystyle\sum_{n=0}^{\infty}\gamma_n x^n$ ($|x|<1$)에서 $\gamma_n$에 적합한 표현은?","{""currentIndex"":2,""predictedIndex"":4,""delta"":2}"
"P2","difficulty","difficulty_maybe_too_low","q-2023-cau-10","선형대수","선형사상","좌표 변환 후 평가","medium","Heuristic estimate differs from current difficulty.","[""unitBase=3"",""mathDensity=22""]","차수가 $2$이하인 다항식으로 이루어진 벡터공간 $\mathbb P_2$에 정의된 선형사상 $T:\mathbb P_2\to\mathbb P_2$가 주어져 있다. $\mathbb P_2$의 순서기저 $B=\{1+t^2,\,t+t^2,\,1+2t+t^2\}$에 대한 $T$의 행렬표현이 $[T]_B=\begin{pmatrix}3&4&0\\0&5&-1\\1&-2&7\end{pmatrix}$이고 $p...","{""currentIndex"":2,""predictedIndex"":4,""delta"":2}"
"P2","difficulty","difficulty_maybe_too_low","q-2023-cau-14","다변수함수","편도함수","접평면 z축 교점","medium","Heuristic estimate differs from current difficulty.","[""unitBase=2"",""highKeyword=/\\\\iiint|\\\\iint|\\\\nabla|curl|div|rot/"",""mathDensity=24""]","곡면 $x^4+y^4+z^4-3x^2y^2z^2=0$ 위의 점 $(1,1,\sqrt 2)$에서의 접평면은 $z$축과 점 $(0,0,a)$에서 만난다. $a$의 값은?","{""currentIndex"":2,""predictedIndex"":4,""delta"":2}"
"P2","difficulty","difficulty_maybe_too_low","q-2023-cau-15","미분학","극한과 연속","sinh 테일러 극한","easy","Heuristic estimate differs from current difficulty.","[""unitBase=1"",""mathDensity=12""]","극한 $\!\displaystyle\lim_{x\to 0}\dfrac{\sinh x-x}{x^3}$의 값은?","{""currentIndex"":0,""predictedIndex"":2,""delta"":2}"
"P2","difficulty","difficulty_maybe_too_low","q-2023-cau-16","미분학","곡선의 개형","포물선 거리 최솟값","easyMedium","Heuristic estimate differs from current difficulty.","[""unitBase=2"",""mathDensity=17""]","점 $(1,4)$와 곡선 $y^2=2x$ 위의 점 $(x,y)$ 사이의 거리의 최솟값은?","{""currentIndex"":1,""predictedIndex"":3,""delta"":2}"
"P2","difficulty","difficulty_maybe_too_low","q-2023-cau-29","다변수함수","편도함수","기울기 비율","medium","Heuristic estimate differs from current difficulty.","[""unitBase=2"",""highKeyword=/\\\\iiint|\\\\iint|\\\\nabla|curl|div|rot/"",""mathDensity=23""]","$f(x,y)=xe^{x^2+y^2}\sin(y^2)$에 대하여 $\nabla f(1,1)=(a,b)$라 할 때, $\dfrac{b}{a}$의 값은? (단, $\nabla f(1,1)$은 $(1,1)$에서 $f$의 기울기 벡터이다.)","{""currentIndex"":2,""predictedIndex"":4,""delta"":2}"
