"severity","category","code","id","subject","unit","concept","difficulty","field","message","reasons","excerpt","evidence"
"P3","quality","explanation_maybe_thin","q-daily-int-r1-4","적분학","정적분의 계산","치환적분","easy","explanation","Explanation may be too short.","[""length=68"",""questionMathDensity=6""]","$\displaystyle\int_4^{12}\dfrac{1}{\sqrt{1+2x}}\,dx$의 값은?","$\int(1+2x)^{-1/2}\,dx=\sqrt{1+2x}+C$. $[\sqrt{1+2x}]_4^{12}=5-3=2$."
"P3","quality","explanation_maybe_thin","q-daily-int-r11-3","적분학","정적분의 성질","대칭성","easyMedium","explanation","Explanation may be too short.","[""length=58"",""questionMathDensity=8""]","$\displaystyle\int_0^{2014}\dfrac{\sqrt{2014-x}}{\sqrt{x}+\sqrt{2014-x}}\,dx$의 값은?","$u=2014-x$ 치환 후 $I+I=\int_0^{2014}1\,dx=2014$이므로 $I=1007$."
"P3","quality","explanation_maybe_thin","q-daily-int-r11-4","적분학","정적분의 성질","대칭성","easyMedium","explanation","Explanation may be too short.","[""length=62"",""questionMathDensity=14""]","$\displaystyle\int_0^{\pi/2}\dfrac{\sqrt{\tan^3 x}}{\sqrt{\tan^3 x}+\sqrt{\cot^3 x}}\,dx$의 값은?","$u=\pi/2-x$ 치환 → $I+I=\int_0^{\pi/2}1\,dx=\pi/2$이므로 $I=\pi/4$."
"P3","quality","explanation_maybe_thin","q-daily-int-r13-4","적분학","정적분의 계산","적분과 극한","easyMedium","explanation","Explanation may be too short.","[""length=53"",""questionMathDensity=9""]","$\displaystyle\lim_{x\to\pi}\dfrac{1}{x-\pi}\int_\pi^x\dfrac{\sin t\cos t}{t+\pi}\,dt$의 값은?","L'Hopital 또는 미분 정의: $\dfrac{\sin\pi\cos\pi}{2\pi}=0$."
"P3","quality","explanation_maybe_thin","q-daily-int-r14-2","적분학","특이적분","감마함수","easy","explanation","Explanation may be too short.","[""length=64"",""questionMathDensity=8""]","$\displaystyle\int_0^\infty xe^{-x^2}\,dx$의 값은?","$u=x^2$ 치환: $\dfrac{1}{2}\int_0^\infty e^{-u}\,du=\dfrac{1}{2}$."
"P3","quality","explanation_maybe_thin","q-daily-int-r16-4","적분학","특이적분","감마함수","easyMedium","explanation","Explanation may be too short.","[""length=60"",""questionMathDensity=9""]","$\displaystyle\int_0^\infty\sqrt{x}\,e^{-x}\,dx$의 값은?","$\Gamma(3/2)=\dfrac{1}{2}\Gamma(1/2)=\dfrac{\sqrt{\pi}}{2}$."
"P3","quality","explanation_maybe_thin","q-daily-int-r16-5","적분학","정적분의 계산","부분적분","easy","explanation","Explanation may be too short.","[""length=32"",""questionMathDensity=5""]","$\displaystyle\int_0^1\ln x\,dx$의 값은?","부분적분: $[x\ln x-x]_0^1=0-1-0=-1$."
"P3","quality","explanation_maybe_thin","q-daily-int-r17-3","적분학","정적분과 무한급수","리만합","easyMedium","explanation","Explanation may be too short.","[""length=63"",""questionMathDensity=11""]","$\displaystyle\lim_{n\to\infty}\sum_{k=1}^n\dfrac{2}{n}\sqrt{4-\!\left(\dfrac{2k}{n}\right)^2}$의 값은?","$\int_0^2\sqrt{4-x^2}\,dx=\dfrac{1}{4}\pi\cdot 4=\pi$ (반원 1/4)."
"P3","quality","explanation_maybe_thin","q-daily-int-r2-6","적분학","정적분의 계산","치환적분","easyMedium","explanation","Explanation may be too short.","[""length=68"",""questionMathDensity=12""]","$\displaystyle\int_0^{1/2}\dfrac{e^{\sin^{-1}x}}{\sqrt{1-x^2}}\,dx$의 값은?","$t=\sin^{-1}x$. $\int_0^{\pi/6}e^t\,dt=[e^t]_0^{\pi/6}=e^{\pi/6}-1$."
"P3","quality","explanation_maybe_thin","q-daily-int-r21-3","적분학","정적분의 응용","회전체 부피","easyMedium","explanation","Explanation may be too short.","[""length=65"",""questionMathDensity=6""]","$y=-2x+3$과 $y=x^2$과 $y$축으로 둘러싸인 1사분면 영역을 $x$축 회전한 입체의 부피는?","교점 $x=1$. 와셔: $V=\pi\int_0^1((-2x+3)^2-x^4)dx=\dfrac{62\pi}{15}$."
"P3","quality","explanation_maybe_thin","q-daily-int-r21-6","적분학","정적분의 응용","회전체 부피","easyMedium","explanation","Explanation may be too short.","[""length=66"",""questionMathDensity=7""]","두 곡선 $y=x^2$과 $x=y^2$으로 둘러싸인 영역을 직선 $y=-1$에 대하여 회전한 입체의 부피는?","와셔: $V=\pi\int_0^1((\sqrt{x}+1)^2-(x^2+1)^2)dx=\dfrac{29\pi}{30}$."
"P3","quality","explanation_maybe_thin","q-daily-int-r22-1","적분학","정적분의 응용","회전체 부피 (셸)","easyMedium","explanation","Explanation may be too short.","[""length=60"",""questionMathDensity=6""]","$y=x-x^2$과 $x$축으로 둘러싸인 영역을 $y$축 둘레로 회전한 입체의 부피는?","셸: $V=2\pi\int_0^1 x(x-x^2)dx=2\pi(1/3-1/4)=\dfrac{\pi}{6}$."
"P3","quality","explanation_maybe_thin","q-daily-int-r23-1","적분학","정적분의 응용","회전체 부피 (셸)","easyMedium","explanation","Explanation may be too short.","[""length=60"",""questionMathDensity=8""]","곡선 $y=\sin^{-1}x$ ($0\le x\le 1$), 직선 $x=1$, $x$축으로 둘러싸인 도형을 $y$축 회전한 회전체의 부피는?","셸: $V=2\pi\int_0^1 x\sin^{-1}x\,dx=\dfrac{\pi^2}{4}$ (부분적분)."
"P3","quality","explanation_maybe_thin","q-daily-int-r26-2","적분학","정적분의 응용","넓이","easyMedium","explanation","Explanation may be too short.","[""length=66"",""questionMathDensity=6""]","곡선 $x=2y^2, x=4+y^2$과 직선 $y=0$으로 둘러싸인 부분의 넓이는?","교점 $y=\pm 2$, $y\ge 0$ 영역: $\int_0^2(4+y^2-2y^2)dy=\dfrac{16}{3}$."
"P3","quality","explanation_maybe_thin","q-daily-int-r26-6","적분학","정적분의 응용","파푸스 정리","easyMedium","explanation","Explanation may be too short.","[""length=55"",""questionMathDensity=6""]","영역 $R=\{(x,y)\mid(x-3)^2+y^2\le 1\}$을 $y$축 회전한 회전체의 부피는?","파푸스: $V=2\pi\bar{x}\cdot A=2\pi\cdot 3\cdot\pi=6\pi^2$."
"P3","quality","explanation_maybe_thin","q-daily-int-r35-3","적분학","극좌표와 응용","극곡선 넓이","easyMedium","explanation","Explanation may be too short.","[""length=54"",""questionMathDensity=7""]","극방정식 $r=4\cos\theta$의 내부와 $r=2$의 외부로 이루어진 부분의 면적은?","교점 $\cos\theta=1/2$. 적분 후 $\dfrac{4\pi}{3}+2\sqrt{3}$."
"P3","quality","explanation_maybe_thin","q-daily-la-r16-2","선형대수","벡터와 공간도형","직선-평면 거리","easyMedium","explanation","Explanation may be too short.","[""length=66"",""questionMathDensity=8""]","점 $P(3,5,-4)$와 평면 $-2x+y+z-3=0$ 사이의 최단거리는?","$\frac{|-6+5-4-3|}{\sqrt 6}=\frac{8}{\sqrt 6}=\frac{4\sqrt 6}{3}$."
"P3","quality","explanation_maybe_thin","q-daily-la-r16-5","선형대수","벡터와 공간도형","두 평면 사이 거리","easyMedium","explanation","Explanation may be too short.","[""length=47"",""questionMathDensity=8""]","두 평면 $x-3y+2z-1=0$과 $x-3y+2z+3=0$ 사이의 거리는?","$\frac{|-1-3|}{\sqrt{14}}=\frac{4}{\sqrt{14}}$."
"P3","quality","explanation_maybe_thin","q-daily-la-r16-6","선형대수","벡터와 공간도형","점-구면 거리","easy","explanation","Explanation may be too short.","[""length=47"",""questionMathDensity=7""]","점 $(1,-2,5)$로부터 구면 $x^2+y^2+z^2=9$ 위에 있는 가장 먼 점과의 거리는?","$|OA|=\sqrt{30}$, 반지름 $3$. 최장거리 $=3+\sqrt{30}$."
"P3","quality","explanation_maybe_thin","q-daily-la-r17-4","선형대수","벡터공간","벡터공간 정의","medium","explanation","Explanation may be too short.","[""length=53"",""questionMathDensity=16""]","집합 $\{(v_1,v_2,v_3)\in R^3\}$가 다음 조건을 만족할 때 벡터공간이 아닌 것은? ① $v_1+v_2=0$ ② $v_1+v_2+v_3=1$ ③ $2v_2=v_3,\ v_1+v_3=0$ ④ $v_1=2v_2=3v_3$","원점을 지나야 하는데 ②는 $v_1+v_2+v_3=1$이라 원점을 지나지 않음. 벡터공간 아님."
"P3","quality","explanation_maybe_thin","q-daily-la-r19-6","선형대수","벡터공간","부분공간 포함 조건","medium","explanation","Explanation may be too short.","[""length=57"",""questionMathDensity=7""]","세 벡터 $v_1=(1,-1,-2),\ v_2=(5,-4,-7),\ v_3=(-3,1,0)$에 대하여 $u=(-4,3,k)$가 $v_1,v_2,v_3$에 의해 생성된 $R^3$의 부분공간에 속하도록 하는 $k$값은?","$v_1,v_2,v_3$의 행공간은 rank $2$. 첨가행렬 행 연산하여 일관성 조건에서 $k=5$."
"P3","quality","explanation_maybe_thin","q-daily-la-r23-2","선형대수","고유치와 대각화","Cayley-Hamilton","medium","explanation","Explanation may be too short.","[""length=68"",""questionMathDensity=7""]","$3\times 3$ 행렬 $A$가 $A\begin{pmatrix}1\\-2\\0\end{pmatrix}=\begin{pmatrix}-1\\2\\0\end{pmatrix},\ A\begin{pmatrix}0\\2\\-1\end{pmatrix}=\begin{pmatrix}0\\-4\\2\end{pmatrix},\ A\begin{pmatrix}1\\0\\2\end{pmatrix}=\begin{pmatrix}0\\0\\0\end{p...","$A$의 고윳값 $-1,-2,0$. $f(\lambda)=\lambda^2-\lambda+1$ 적용: $3+7+1=11$."
"P3","quality","explanation_maybe_thin","q-daily-la-r23-3","선형대수","고유치와 대각화","거듭제곱의 trace","medium","explanation","Explanation may be too short.","[""length=62"",""questionMathDensity=9""]","행렬 $A=\begin{pmatrix}-3&5\\-2&4\end{pmatrix}$가 주어질 때 행렬 $A^{10}$의 트레이스 $\mathrm{tr}(A^{10})$의 값은?","$\lambda=-1,2$이므로 $A^{10}$의 고윳값 $1,2^{10}$. trace $=2^{10}+1$."
"P3","quality","explanation_maybe_thin","q-daily-la-r24-4","선형대수","고유치와 대각화","역행렬 특성다항식","medium","explanation","Explanation may be too short.","[""length=54"",""questionMathDensity=20""]","$4\times 4$ 행렬 $A$의 특성다항식이 $\det(A-tI)=t^4-10t^3+35t^2-50t+24$일 때 $A^{-1}$의 특성다항식을 $\det(A^{-1}-tI)=t^4+c_3 t^3+c_2 t^2+c_1 t+c_0$이라 하면 $c_2+c_3$의 값은?","고윳값 역수 활용. $c_3=-50/24,\ c_2=35/24$. 합 $=-15/24=-5/8$."
"P3","quality","explanation_maybe_thin","q-daily-la-r24-6","선형대수","고유치와 대각화","닮은 행렬","medium","explanation","Explanation may be too short.","[""length=58"",""questionMathDensity=3""]","복소수 성분을 갖는 정방행렬 $A,B$와 가역행렬 $P$가 $A=PBP^{-1}$의 관계를 만족할 때 다음 중 틀린 것은?","닮은 행렬은 행렬식, 대각합, rank, 고윳값, 특성방정식이 모두 같지만 고유벡터는 일반적으로 다르다."
"P3","quality","explanation_maybe_thin","q-daily-la-r25-4","선형대수","고유치와 대각화","대각화 가능성","medium","explanation","Explanation may be too short.","[""length=68"",""questionMathDensity=3""]","다음 중 대각화가 가능한 행렬을 모두 고른 것은? $A=\begin{pmatrix}2&0&0\\0&2&0\\0&0&2\end{pmatrix},\ B=\begin{pmatrix}2&0&0\\0&2&1\\0&0&2\end{pmatrix},\ C=\begin{pmatrix}2&1&0\\0&2&1\\0&0&2\end{pmatrix}$","$A$는 이미 대각. $B,C$는 모두 고윳값 2의 대수적 중복도 3이지만 기하적 중복도 1, 2로 다르므로 대각화 불가."
"P3","quality","explanation_maybe_thin","q-daily-la-r26-2","선형대수","고유치와 대각화","행렬 거듭제곱","medium","explanation","Explanation may be too short.","[""length=64"",""questionMathDensity=8""]","행렬 $A=\begin{pmatrix}1&-10\\0&-1\end{pmatrix}$과 벡터 $x=\begin{pmatrix}6\\1\end{pmatrix}$일 때 $A^{10}x$는?","특성방정식 $\lambda^2-1=0$이므로 $A^2=I$. $A^{10}=I$, $A^{10}x=x=(6,1)$."
"P3","quality","explanation_maybe_thin","q-daily-la-r26-5","선형대수","고유치와 대각화","행렬 거듭제곱","medium","explanation","Explanation may be too short.","[""length=59"",""questionMathDensity=11""]","행렬 $\begin{pmatrix}1&2\\4&3\end{pmatrix}^{100}$의 $(1,1)$ 원소를 구하시오.","$\lambda=5,-1$. 대각화 후 $(1,1)$ 성분 $=\frac{1}{3}(5^{100}+2)$."
"P3","quality","explanation_maybe_thin","q-daily-la-r27-2","선형대수","고유치와 대각화","확률행렬 극한","medium","explanation","Explanation may be too short.","[""length=67"",""questionMathDensity=14""]","행렬 $A=\begin{pmatrix}0.8&0.2\\0.2&0.8\end{pmatrix}$이고 벡터 $v_0=\begin{pmatrix}2\\1\end{pmatrix}$일 때 수열 $\{v_k|v_k=Av_{k-1}\}$의 극한 $\lim_{k\to\infty}v_k$는?","확률행렬, $\lambda=1,0.6$. 정상상태에서 두 성분이 같음. 보존량 $2+1=3$이므로 $(1.5,1.5)$."
"P3","quality","explanation_maybe_thin","q-daily-la-r28-2","선형대수","선형사상","선형변환 값","easyMedium","explanation","Explanation may be too short.","[""length=69"",""questionMathDensity=7""]","$T$가 $2\times 3$ 행렬이고 $T\begin{pmatrix}1\\0\\0\end{pmatrix}=\begin{pmatrix}1\\-3\end{pmatrix},\ T\begin{pmatrix}0\\1\\0\end{pmatrix}=\begin{pmatrix}2\\5\end{pmatrix},\ T\begin{pmatrix}2\\3\\1\end{pmatrix}=\begin{pmatrix}8\\-5\end{pmatrix}$일...","$T(0,0,1)=T(2,3,1)-2T(1,0,0)-3T(0,1,0)=(8,-5)-(2,-6)-(6,15)=(0,-14)$."
"P3","quality","explanation_maybe_thin","q-daily-la-r28-3","선형대수","선형사상","선형변환 값","medium","explanation","Explanation may be too short.","[""length=65"",""questionMathDensity=26""]","일차변환 $T:R^3\to R^2$에 대해 $T(1,0,0)=(2,1),\ T(2,1,0)=(2,1),\ T(1,-1,-1)=(5,2)$가 성립한다. $T(2x_1,-x_2,x_3)$는?","$T(0,1,0)$, $T(0,0,1)$ 구한 후 적용. 계산 결과 $(4x_1+2x_2-x_3,2x_1+x_2)$."
"P3","quality","explanation_maybe_thin","q-daily-la-r28-5","선형대수","선형사상","표현행렬","easyMedium","explanation","Explanation may be too short.","[""length=60"",""questionMathDensity=15""]","선형변환 $F\begin{pmatrix}x_1\\x_2\\x_3\end{pmatrix}=\begin{pmatrix}x_1-4x_2+2x_3\\x_2+x_3\end{pmatrix}$일 때 $F(x)=Ax$가 되는 행렬 $A$는?","표준기저에서의 표현행렬. $A=\begin{pmatrix}1&-4&2\\0&1&1\end{pmatrix}$."
"P3","quality","explanation_maybe_thin","q-daily-la-r3-5","선형대수","행렬","행렬식 방정식","easyMedium","explanation","Explanation may be too short.","[""length=58"",""questionMathDensity=8""]","$A=\begin{pmatrix}a&a^2&a^3\\a^2&a^3&a\\a^3&a&a^2\end{pmatrix}$에 대하여 $\det A=0$이 되게 하는 서로 다른 실수 $a$의 합은?","$a^3(a^3-1)^2=0$. 실근 $a=0,1$ (1은 중복), 서로 다른 실근의 합 $0+1=1$."
"P3","quality","explanation_maybe_thin","q-daily-la-r31-3","선형대수","선형사상","단사 / 차원","medium","explanation","Explanation may be too short.","[""length=53"",""questionMathDensity=4""]","선형사상 $T:R^2\to R^3,\ T(x,y)=(2y,x-y,3x)$에 대한 다음 중 옳은 것을 모두 고르면? ⓐ $T$는 단사인 선형사상이다 ⓑ $U=\{T(x,y)|(x,y)\in R^2\}$의 차원은 2이다 ⓒ $W=\{(x,y)\in R^2|T(x,y)=(0,0,0)\}$의 차원은 1이다","$\mathrm{rank}=2$이므로 단사 ✓, 치역 차원 2 ✓. 핵 차원 0이므로 ⓒ 거짓."
"P3","quality","explanation_maybe_thin","q-daily-la-r31-4","선형대수","선형사상","선형변환 성질","medium","explanation","Explanation may be too short.","[""length=49"",""questionMathDensity=3""]","선형사상 $T:R^2\to M_{2\times 2}(R),\ T(a,b)=\begin{pmatrix}\check{}\check{}\\0&a+2b\end{pmatrix}$에 대한 다음 성질 중 옳은 것을 모두 고르면? 가. $T$는 일대일 사상이다 나. $T$의 핵의 차원은 1이다 다. $T(\{(a,a-b)|a,b\in R\})$의 차원은 3이다","$T$는 단사이므로 핵 차원 0 (나 거짓). 치역 차원 ≤ 2 (다 거짓). 가만 참."
"P3","quality","explanation_maybe_thin","q-daily-la-r35-5","선형대수","고유치와 대각화","스펙트럴 분해","medium","explanation","Explanation may be too short.","[""length=66"",""questionMathDensity=18""]","$A=\begin{pmatrix}0&2&-1\\2&3&-2\\-1&-2&0\end{pmatrix}$는 직교행렬 $P$에 대해 $P^{-1}AP=\begin{pmatrix}-1&0&0\\0&-1&0\\0&0&5\end{pmatrix}$을 만족. $P$의 열을 순서대로 $u_1,u_2,u_3$라 할 때 $u_1u_1^T+u_2u_2^T$를 구하면?","$\sum u_iu_i^T=I$. $u_1u_1^T+u_2u_2^T=I-u_3u_3^T=5u_3u_3^T-A$를 정리."
"P3","quality","explanation_maybe_thin","q-daily-la-r5-2","선형대수","행렬","역행렬 성분합","easyMedium","explanation","Explanation may be too short.","[""length=69"",""questionMathDensity=9""]","행렬 $\begin{pmatrix}1&1&1\\0&-1&2\\0&0&-1\end{pmatrix}$의 역행렬이 $(a_{ij})$일 때 $\sum_{i=1}^{3}\sum_{j=1}^{3}a_{ij}$의 값은?","역행렬 $\begin{pmatrix}1&1&3\\0&-1&-2\\0&0&-1\end{pmatrix}$의 모든 성분합 $1$."
"P3","quality","explanation_maybe_thin","q-daily-la-r6-1","선형대수","행렬","케일리해밀턴 역행렬","easyMedium","explanation","Explanation may be too short.","[""length=65"",""questionMathDensity=12""]","정사각행렬 $A$가 $A^3-3A+2I=O$를 만족시킬 때 $A$의 역행렬은?","$2I=-A^3+3A=A(-A^2+3I)$이므로 $A^{-1}=-\frac{1}{2}A^2+\frac{3}{2}I$."
"P3","quality","explanation_maybe_thin","q-daily-la-r6-4","선형대수","행렬","LU 분해","medium","explanation","Explanation may be too short.","[""length=65"",""questionMathDensity=7""]","$A=\begin{pmatrix}1&1&1\\1&2&1\\0&-1&2\end{pmatrix}$의 $LU$분해는?","행 1 → 행 2 빼서 $E_1$, 행 3에 행 2 더해 $E_2$. $A=E_1^{-1}E_2^{-1}U$로 분해."
"P3","quality","explanation_maybe_thin","q-daily-mv-r10-4","다변수함수","편도함수","연쇄법칙","easyMedium","explanation","Explanation may be too short.","[""length=45"",""questionMathDensity=9""]","세 함수 $z=f(x,y),x=g(s,t),y=h(s,t)$. $g(1,2)=3,h(1,2)=6,g_s(1,2)=-1,g_t(1,2)=4,h_s(1,2)=-5,h_t(1,2)=10,f_x(3,6)=7,f_y(3,6)=8$일 때 $s=1,t=2$에서 $\dfrac{\partial z}{\partial t}$의 값은?","$z_t=f_x g_t+f_y h_t=7\cdot 4+8\cdot 10=108$."
"P3","quality","explanation_maybe_thin","q-daily-mv-r11-4","다변수함수","편도함수","음함수 미분","easyMedium","explanation","Explanation may be too short.","[""length=67"",""questionMathDensity=18""]","$x^3+y^3+z^3+6xyz=1$일 때 $\dfrac{\partial z}{\partial x}$를 구하면?","$F_x=3x^2+6yz,\ F_z=3z^2+6xy$. $z_x=-F_x/F_z=-(x^2+2yz)/(z^2+2xy)$."
"P3","quality","explanation_maybe_thin","q-daily-mv-r13-3","다변수함수","경도 및 방향도함수","방향도함수","easyMedium","explanation","Explanation may be too short.","[""length=66"",""questionMathDensity=10""]","점 $P_0(-1,1)$에서 $P_1(2,4)$ 향하는 방향도함수 $\sqrt 2$, $P_2(1,2)$ 향하는 방향도함수 $1/\sqrt 5$일 때 $P_3(2,5)$ 향하는 방향도함수는?","조건 풀이로 $\nabla f=(-1,3)$. $P_3$ 방향 $(3,4)/5$. 내적 $=(-3+12)/5=9/5$."
"P3","quality","explanation_maybe_thin","q-daily-mv-r14-2","다변수함수","경도 및 방향도함수","최대 방향","easyMedium","explanation","Explanation may be too short.","[""length=49"",""questionMathDensity=16""]","점 $(2,-1)$에서 $f(x,y)=(x-y)/(x+y)$의 방향도함수가 최대가 되는 단위벡터는?","$\nabla f(2,-1)=(-2,-4)$. 단위벡터 $(-1,-2)/\sqrt 5$."
"P3","quality","explanation_maybe_thin","q-daily-mv-r14-3","다변수함수","경도 및 방향도함수","최대 방향","easy","explanation","Explanation may be too short.","[""length=48"",""questionMathDensity=6""]","산의 높이가 $z=100-x^2-y^2$로 나타난다. 점 $(1,1)$에서 경사가 가장 급격히 증가하는 방향의 단위벡터는?","$\nabla z(1,1)=(-2,-2)$. 단위벡터 $(-1,-1)/\sqrt 2$."
"P3","quality","explanation_maybe_thin","q-daily-mv-r15-2","다변수함수","경도 및 방향도함수","최대 방향 도함수","easyMedium","explanation","Explanation may be too short.","[""length=64"",""questionMathDensity=9""]","원뿔 $z=1-\sqrt{x^2+y^2}$의 $xy$평면 위의 점 $P_0(1/\sqrt 2,1/\sqrt 2)$에서 함수 $z$가 가장 빨리 증가하는 방향이 $a\vec i+b\vec j$일 때 이 방향으로의 기울기는?","$\nabla z(1/\sqrt 2,1/\sqrt 2)=(-1/\sqrt 2,-1/\sqrt 2)$. 크기 $1$."
"P3","quality","explanation_maybe_thin","q-daily-mv-r16-6","다변수함수","곡선과 곡면","점-접평면 거리","easyMedium","explanation","Explanation may be too short.","[""length=57"",""questionMathDensity=6""]","구면 $x^2+y^2+z^2=3$ 상의 점 $(1,1,1)$에서의 접평면을 $P$라 할 때 점 $(1,2,3)$에서 평면 $P$까지의 거리는?","접평면 $x+y+z=3$. 거리 $=|1+2+3-3|/\sqrt 3=3/\sqrt 3=\sqrt 3$."
"P3","quality","explanation_maybe_thin","q-daily-mv-r18-4","다변수함수","곡선과 곡면","교선의 접선","easyMedium","explanation","Explanation may be too short.","[""length=69"",""questionMathDensity=18""]","두 곡면 $x^2+y^2-z^2=1,\ x+y+z=5$의 교선 위 $(1,2,2)$에서 접선의 대칭방정식은?","$\nabla F=(2,4,-4),\nabla G=(1,1,1)$. 외적 $(8,-6,-2)\propto(4,-3,-1)$."
"P3","quality","explanation_maybe_thin","q-daily-mv-r2-3","다변수함수","곡선과 곡면","호의 길이","easyMedium","explanation","Explanation may be too short.","[""length=67"",""questionMathDensity=7""]","곡선 $\vec r(t)=2t\vec i+t^2\vec j+\dfrac{1}{3}t^3\vec k\ (0\le t\le 1)$의 호의 길이는?","$|\vec r'|=\sqrt{4+4t^2+t^4}=t^2+2$. $\int_0^1(t^2+2)dt=1/3+2=7/3$."
"P3","quality","explanation_maybe_thin","q-daily-mv-r22-5","다변수함수","Taylor급수와 최대/최소","코시-슈바르츠","easyMedium","explanation","Explanation may be too short.","[""length=52"",""questionMathDensity=7""]","구면 $x^2+y^2+z^2=1$에서 $f(x,y,z)=x+y$의 최댓값은?","$(x+y)^2\le(1^2+1^2)(x^2+y^2+z^2)=2$. 최댓값 $\sqrt 2$."
"P3","quality","explanation_maybe_thin","q-daily-mv-r24-4","다변수함수","Taylor급수와 최대/최소","라그랑주","easyMedium","explanation","Explanation may be too short.","[""length=48"",""questionMathDensity=6""]","$x+2y=1$을 만족하는 실수 $(x,y)$에 대해 $x^2+xy+y^2$의 최솟값을 구하시오.","$x=1-2y$ 대입: $f=3y^2-3y+1$. $y=1/2$에서 최솟값 $1/4$."
"P3","quality","explanation_maybe_thin","q-daily-mv-r26-2","다변수함수","Taylor급수와 최대/최소","점-곡면 거리","easyMedium","explanation","Explanation may be too short.","[""length=49"",""questionMathDensity=8""]","점 $(1,1,0)$에서 포물면 $z=x^2+y^2$까지의 최단거리는?","라그랑주로 $(1/2,1/2,1/2)$. 거리 $\sqrt{3/4}=\sqrt 3/2$."
"P3","quality","explanation_maybe_thin","q-daily-mv-r26-4","다변수함수","중적분","이중적분","easyMedium","explanation","Explanation may be too short.","[""length=58"",""questionMathDensity=7""]","$\displaystyle\int_{-3}^{3}\int_0^{\pi/2}(y+y^2\cos x)dxdy$의 값은?","$\int(y\pi/2+y^2)dy = [\pi y^2/4+y^3/3]_{-3}^{3}=0+18=18$."
"P3","quality","explanation_maybe_thin","q-daily-mv-r27-2","다변수함수","중적분","적분 순서 변경","medium","explanation","Explanation may be too short.","[""length=68"",""questionMathDensity=8""]","$\displaystyle\int_0^1\int_{e^x}^e\dfrac{1}{\ln y}dydx$의 값은?","순서 바꾸면 $\int_1^e\int_0^{\ln y}\frac{1}{\ln y}dxdy=\int_1^e 1dy=e-1$."
"P3","quality","explanation_maybe_thin","q-daily-mv-r28-1","다변수함수","중적분","적분 순서 변경","easyMedium","explanation","Explanation may be too short.","[""length=66"",""questionMathDensity=10""]","$\displaystyle\int_0^1\int_y^1 e^{x^2}dxdy$의 값은?","순서 바꾸면 $\int_0^1\int_0^x e^{x^2}dydx=\int_0^1 xe^{x^2}dx=(e-1)/2$."
"P3","quality","explanation_maybe_thin","q-daily-mv-r29-3","다변수함수","중적분","극좌표","easyMedium","explanation","Explanation may be too short.","[""length=68"",""questionMathDensity=15""]","$\displaystyle\int_{-2}^{2}\int_0^{\sqrt{4-x^2}}(x^2+y^2)^{3/2}dydx$의 값은?","반원 영역, 극좌표: $\int_0^\pi\int_0^2 r^3\cdot r drd\theta=\pi\cdot 32/5$."
"P3","quality","explanation_maybe_thin","q-daily-mv-r29-6","다변수함수","중적분","극좌표","easyMedium","explanation","Explanation may be too short.","[""length=69"",""questionMathDensity=14""]","$\displaystyle\int_0^1\int_{-\sqrt{1-y^2}}^0\cos(x^2+y^2)dxdy$의 값은?","$\pi/2\le\theta\le\pi,0\le r\le 1$. $\pi/2\cdot\sin 1/2=\pi\sin 1/4$."
"P3","quality","explanation_maybe_thin","q-daily-mv-r3-4","다변수함수","곡선과 곡면","곡률","easyMedium","explanation","Explanation may be too short.","[""length=58"",""questionMathDensity=11""]","벡터함수 $\vec r(t)=\langle\cos t,\sin t,2t\rangle$로 주어진 곡선 위의 점 $\left(\cos\dfrac{1}{\sqrt 7},\sin\dfrac{1}{\sqrt 7},\dfrac{2}{\sqrt 7}\right)$에서의 곡률은?","원형나선: $\kappa=a/(a^2+b^2)$. 여기서 $a=1,b=2$이므로 $\kappa=1/5$."
"P3","quality","explanation_maybe_thin","q-daily-mv-r3-5","다변수함수","곡선과 곡면","곡률","easyMedium","explanation","Explanation may be too short.","[""length=38"",""questionMathDensity=5""]","곡선 $\vec r(t)=(3t,4\sin t,4\cos t)$의 곡률은?","$a=4,b=3$인 나선. $\kappa=4/(16+9)=4/25$."
"P3","quality","explanation_maybe_thin","q-daily-mv-r30-2","다변수함수","중적분","극좌표","easyMedium","explanation","Explanation may be too short.","[""length=63"",""questionMathDensity=10""]","영역 $D=\{(x,y)|x^2+y^2\le 1,|x|\le y\}$에서 $\iint_D\sqrt{x^2+y^2}dA$의 값은?","$\pi/4\le\theta\le 3\pi/4,0\le r\le 1$. $\pi/2\cdot 1/3=\pi/6$."
"P3","quality","explanation_maybe_thin","q-daily-mv-r30-3","다변수함수","중적분","극좌표","easyMedium","explanation","Explanation may be too short.","[""length=69"",""questionMathDensity=7""]","$D=\{(x,y)|16\le x^2+y^2\le 81\}\cap\{(x,y)|x\le-y\}$에서 $\iint_D\dfrac{1}{\sqrt{x^2+y^2}}dxdy$의 값은?","$3\pi/4\le\theta\le 7\pi/4$ 사이의 절반, $4\le r\le 9$. $\pi\cdot 5=5\pi$."
"P3","quality","explanation_maybe_thin","q-daily-mv-r31-2","다변수함수","중적분","무한 적분","easyMedium","explanation","Explanation may be too short.","[""length=64"",""questionMathDensity=11""]","$\displaystyle\int_{-\infty}^\infty\int_{-\infty}^\infty\dfrac{1}{(x^2+y^2+1)^2}dxdy$의 값은?","극좌표: $2\pi\int_0^\infty\frac{r}{(r^2+1)^2}dr=2\pi\cdot 1/2=\pi$."
